Ticker,Nombre,Índice,Precio,Market Cap (B),PER (Trailing),PER (Forward),PEG,EV/EBITDA,EV/Sales,P/S,P/B,P/FCF,Crec. Ventas YoY (%),Crec. EPS YoY (%),ROIC Aprox. (%),ROE (%),ROA (%),Margen Bruto (%),Margen Operativo (%),Margen Neto (%),Debt/Equity,Current Ratio,Payout Ratio (%)
OSBC,"Old Second Bancorp, Inc.",Russell 2000,25.335,1.288936192,14.560345,10.615208,1.51,,4.719,3.7757747,1.4294984,,22.7,12.5,9.84989547571835,11.399999,1.47,0.0,44.692,27.073999999999998,,,15.609999
HLF,Herbalife Ltd.,Russell 2000,12.65,1.325762688,7.808642,4.108984,0.61,5.066,0.609,0.25216186,-2.7937279,4.1703764957533815,5.4,,29.490860034220432,,11.269,77.696997,9.753,3.1570002,,1.201,0.0
SLVM,Sylvamo Corporation,Russell 2000,36.79,1.462779392,19.673798,7.237382,,6.408,0.719,0.44366983,1.533236,,1.5,,2.082811910834582,7.941,4.33,20.594,1.4889998999999998,2.305,1.07958,1.472,120.32000000000001
YELP,Yelp Inc.,Russell 2000,23.46,1.273024512,11.38835,6.3191915,0.57,6.31,0.884,0.86423755,2.0784974,4.486514747908542,1.4000000000000001,-14.899999999999999,22.97113784088301,18.190001,11.4259996,89.647,12.666,8.5880004,0.19131,1.749,0.0
IE,Ivanhoe Electric Inc.,Russell 2000,11.27,1.798582272,,-17.748032,,-13.716,523.688,594.966,3.4203339,,-32.2,,-31.81786790618757,-1.39999995,-15.340000000000002,58.717,-4071.823,0.0,0.06907,5.049,0.0
BJRI,"BJ's Restaurants, Inc.",Russell 2000,66.76,1.420236544,34.061226,24.412899,2.19,14.26,1.285,0.9913962,3.5578768,28.71405243558125,6.4,-11.3,6.913944948925983,10.4399994,2.77,15.534,5.006,2.8570002,1.09378,0.289,0.0
HOG,"Harley-Davidson, Inc.",Russell 2000,28.2,2.934844672,15.326087,14.211561,2.87,8.889,0.938,0.6922073,0.9469761,23.97646113996681,-5.8999999999999995,-15.0,5.883334176817845,6.093,1.7510000000000001,28.456,7.242,4.78,0.7404000000000001,1.903,40.83
PDM,"Piedmont Realty Trust, Inc.",Russell 2000,9.65,1.207531648,,-32.166664,16.74,12.789,6.046,2.120586,0.81953293,4.651385387012856,2.7,,1.7334856138941364,-5.3400002,1.193,60.023,14.285,-14.177000000000001,1.52607,1.497,0.0
ZYME,Zymeworks Inc.,Russell 2000,28.67,2.050169856,,24.362057,,-11.813,47.936,55.220455,13.07938,,-90.60000000000001,,,-72.306997,-24.145001,-246.66100000000003,-918.954,0.0,0.19917,6.316,0.0
BRBR,"BellRing Brands, Inc.",Russell 2000,10.19,1.184874752,7.3840575,7.711634,0.09485404674046741,6.953,0.98,0.50321704,-2.5360875,5.891235794306458,4.2,81.3,32.53773009108525,,19.07,28.591,11.4659995,7.278999999999999,,2.254,0.0
GIII,"G-III Apparel Group, LTD.",Russell 2000,33.78,1.42519744,11.6885805,13.676113,1.29,5.037,0.455,0.48986545,0.7813114,11.099463143890732,-8.200000000000001,782.4,21.208236508913785,7.19,5.8319997,43.488,15.903,4.335,0.16093,3.177,7.04
HFWA,Heritage Financial Corporation,Russell 2000,29.1,1.190642816,13.791471,10.981132,2.13,,3.982,4.0349965,1.0726924,,53.1,17.0,6.163052283593572,7.797999999999999,1.005,0.0,28.932000000000002,26.399,,,45.71
FMBH,"First Mid Bancshares, Inc.",Russell 2000,50.28,1.337544064,12.476426,10.175192,1.27,,4.059,3.5824513,1.2137012,,26.0,6.1,8.938581827527202,10.045999,1.18700005,0.0,38.785,26.851999999999997,,,24.81
VTOL,"Bristow Group, Inc.",Russell 2000,45.29,1.342486144,13.204082,8.610266,,8.507,1.279,0.85835993,1.2324815,,9.4,-34.599999999999994,5.980832172026982,10.082,4.255,27.200999999999997,8.455,6.664000000000001,0.89036,2.26,7.180000000000001
TNC,Tennant Company,Russell 2000,68.68,1.170946176,65.40953,12.220641,2.49,14.051,1.222,0.96231604,2.2028353,23.101280907521577,1.7000000000000002,-59.3,6.036209778877299,3.078,2.2839999,38.766,5.309,1.5039999,0.73113,2.045,117.78999999999999
APPS,"Digital Turbine, Inc.",Russell 2000,10.87,1.315446656,,11.442105,0.69,12.793,2.713,2.1912863,6.901587,45.48688696975198,26.8,,13.079896736400947,-20.39,4.693,49.080002,13.894,-5.8229998,1.8683400000000001,1.205,0.0
NP,Neptune Insurance Holdings Inc.,Russell 2000,33.36,4.578096128,158.85715,49.510242,,57.663,26.406,25.182184,-20.592592,66.96892051994644,32.800000000000004,,96.81695889841963,,56.605000000000004,52.661,47.521,21.451999,,1.054,0.0
BY,"Byline Bancorp, Inc.",Russell 2000,38.25,1.728380544,11.555891,11.206065,0.3078589285714286,,4.924,3.9781995,1.3253638,,11.700000000000001,36.4,10.082184560923695,11.975,1.521,0.0,50.378,34.405997,,,13.25
DFIN,"Donnelley Financial Solutions, ",Russell 2000,48.23,1.185753088,31.522877,8.833333,0.97,8.624,1.765,1.5250843,3.0751083,8.927183045360437,2.8000000000000003,12.5,27.73153915509387,8.590999,11.293000000000001,64.20600400000001,25.825,4.527,0.5464600000000001,1.326,0.0
EOSE,"Eos Energy Enterprises, Inc.",Russell 2000,3.81,1.38747904,,-25.476427,,-8.563,11.37,6.4319324,-1.4894449,,351.4,,,,-30.025000000000002,-84.749,-121.85501000000001,-246.75699999999998,,3.256,0.0
GBTG,"Global Business Travel Group, I",Russell 2000,9.45,4.936429056,59.0625,19.975058,3.504396140350877,15.723,1.921,1.5542912,3.0114722,11.591262608206396,37.9,5.7,10.377393337739251,6.349,3.6740000000000004,58.501000000000005,11.379,2.7709998,0.96393,1.195,0.0
VSTS,Vestis Corporation,Russell 2000,12.69,1.67711168,,16.327633,,11.746,1.097,0.621959,1.9108568,24.249779988025427,-1.7999999999999998,,5.7931595757605,-0.602,2.451,26.296999999999997,5.8709998,-0.196,1.52545,2.166,0.0
LNN,Lindsay Corporation,Russell 2000,116.17,1.181319296,22.25479,19.756802,1.72,13.817,1.855,1.8815131,2.3669517,28.561792899847205,-5.1,-14.000000000000002,11.846684266864576,10.741,4.664,29.463,11.5159996,8.7919995,0.27616,2.935,28.410000000000004
UFCS,"United Fire Group, Inc",Russell 2000,53.02,1.36028992,9.873371,10.954545,1.41,6.819,0.93,0.92526126,1.3944559,5.321125642615861,14.399999999999999,48.3,13.930981551593241,15.465000000000002,3.086,12.864999999999998,11.761000000000001,9.5699996,0.14974,0.356,13.36
UMAC,"Unusual Machines, Inc.",Russell 2000,27.43,1.370306944,,-84.83593,,-35.777,33.188,43.022076,3.5311534,,687.3000000000001,,-15.749853501566466,-2.942,-8.274999,34.759997999999996,-46.848,-20.291999999999998,0.00813,53.823,0.0
TDOC,"Teladoc Health, Inc.",Russell 2000,6.39,1.160960896,,-8.140127,,22.038,0.572,0.46634677,0.8860233,6.077072394409064,-4.0,,-7.110369666135263,-12.985,-3.221,68.96600000000001,-5.684,-7.126,0.79093,0.831,0.0
USPH,"U.S. Physical Therapy, Inc.",Russell 2000,78.21,1.167104256,460.0588,23.121061,2.88,18.083,2.294,1.4511276,2.5399454,28.265942141515488,8.5,-56.49999999999999,8.6319938037728,6.510000000000001,4.098,21.466999,11.1269996,4.007000000000001,0.5032099999999999,1.271,1070.5899
UVSP,Univest Financial Corporation,Russell 2000,41.62,1.147911552,12.063767,10.599312,1.3,,3.704,3.4797008,1.2219611,,8.4,18.8,9.342158312783434,10.5220005,1.2200001,0.0,36.331,29.837000000000003,,,25.72
ARX,Accelerant Holdings,Russell 2000,19.59,4.254723584,,20.840425,0.026050531249999998,25.073,2.56,3.9700696,5.923798,,57.199999999999996,800.0,,-222.003,0.538,65.065,15.601,-127.536,0.16142,11.33,0.0
LGIH,"LGI Homes, Inc.",Russell 2000,58.16,1.351189376,19.917809,17.005848,,39.348,1.709,0.8034949,0.63400704,6.486147530640087,5.7,-14.6,2.0801471564862406,3.159,1.075,19.646,5.72,3.932,0.74344,33.032,0.0
NEXT,NextDecade Corporation,Russell 2000,7.12,1.89524032,,109.53847,,-70.113,,,-32.962963,,,,,-15.762,-1.232,0.0,0.0,0.0,3.77256,0.373,0.0
UVV,Universal Corporation,Russell 2000,45.0,1.12046656,60.0,11.392405,12.45,9.503,0.77,0.39252818,0.792393,7.188237385687897,-11.799999999999999,,0.40189274561557775,2.2769999,3.5889998,17.417999000000002,0.438,0.67000003,0.85545,2.572,431.57997000000006
AGL,"agilon health, inc.",Russell 2000,96.58,1.621695104,,46.988876,,-6.13,0.248,0.2739343,7.1250463,,7.199999999999999,,80.4851800135577,-78.94200000000001,-9.611,0.234,1.298,-3.923,0.147,1.081,0.0
PRCT,PROCEPT BioRobotics Corporation,Russell 2000,21.68,1.241692928,,-18.80296,,-10.182,3.235,3.6580212,3.6498318,,19.3,,-40.699837629442804,-30.241,-14.388000000000002,64.22200000000001,-28.985,-32.535,0.22789,6.547,0.0
PLGO,Pelagos Insurance Capital Limit,Russell 2000,24.04,2.055342208,5.9211826,6.162523,0.032623202752779246,,0.8,0.81775373,0.8956448,4.465344510950513,10.299999999999999,188.9,9.152894367615623,17.637,2.407,25.192999999999998,10.677,15.943,0.32448,1.098,14.89
PSNL,"Personalis, Inc.",Russell 2000,18.38,1.962081024,,-19.52349,,-17.097,25.669,28.175825,8.312981,,30.0,,,-50.32,-25.032,12.686,-150.248,-153.83999,0.16157,5.283,0.0
ATEC,"Alphatec Holdings, Inc.",Russell 2000,9.48,1.45792256,,15.91138,0.48,51.433,2.421,1.7964449,-119.99999,30.17551575137962,15.1,,-1.270875363975646,-373.44298,-3.069,70.838,-0.9339999999999999,-13.495,,1.887,0.0
AAT,"American Assets Trust, Inc.",Russell 2000,22.83,1.770979584,76.1,31.708332,9.34,12.879,6.725,4.068454,1.2491794,18.05696335105866,1.4000000000000001,-5.4,3.07134423547683,2.164,2.1399999999999997,61.821000000000005,24.256,4.127,1.61778,0.62,453.33
TRIP,"TripAdvisor, Inc.",Russell 2000,10.0,1.171993472,,9.303191,0.77,11.126,0.668,0.63578385,1.7516202,,-7.199999999999999,-32.1,18.95628174338452,-0.233,1.924,63.966,9.437,0.27299999999999996,1.34928,1.561,0.0
BRSL,Brightstar Lottery PLC Trading ,Russell 2000,12.1,2.211182592,12.222222,16.846033,,8.776,2.944,0.8959411,2.631579,0.5037723000100085,-7.3999999999999995,,8.581709675988195,15.182,3.9170000000000003,48.501,20.718999,10.049,2.19168,1.102,92.63
ECVT,Ecovyst Inc.,Russell 2000,10.44,1.142850048,45.3913,11.970417,0.24479380368098158,9.101,1.84,1.314748,1.9470346,9.076803166023122,42.0,48.9,5.8049316491620475,4.04,3.6679998,21.293,8.823,-7.056,0.93099,1.701,0.0
VRTS,"Virtus Investment Partners, Inc",Russell 2000,167.09,1.116515712,9.580848,6.8032694,0.56,7.595,1.866,1.3528522,1.2170322,19.834226077080135,-4.3999999999999995,9.2,6.718175678753736,10.6709994,1.9869999999999999,41.079,11.791000499999999,14.517,0.44522,2.659,53.879999999999995
LADR,Ladder Capital Corp,Russell 2000,9.92,1.258503808,23.61905,8.868466,,,24.073,5.7856393,0.8804473,,2.1999999999999997,-15.1,0.8960473456154608,3.5669997,1.0369998999999999,69.19999999999999,28.209,24.031,2.81639,3.084,219.05
PUMP,ProPetro Holding Corp.,Russell 2000,11.33,1.391595008,,27.619326,,9.616,1.263,1.1995609,1.4051843,,-6.2,,-1.3089184903114999,-1.502,-0.5540000300000001,22.692999999999998,-1.52,-1.153,0.89604,4.093,0.0
WS,"Worthington Steel, Inc.",Russell 2000,34.93,1.77956544,205.47058,7.172485,,9.795,0.653,0.5167447,1.6399062,19.61494009368972,11.600000000000001,,11.626478876925214,-1.048,4.3130003,11.711001,5.79,0.247,0.28054,1.456,376.46999999999997
IART,Integra LifeSciences Holdings C,Russell 2000,16.74,1.30191168,,6.4258075,0.67,9.712,1.868,0.79015505,1.2478569,13.79114510285799,0.8,,4.441883550016517,-0.696,2.8250001,56.872004,9.621,-0.44,1.96489,3.601,0.0
NPKI,NPK International Inc.,Russell 2000,13.68,1.16156736,29.73913,21.829672,1.3,14.06,3.899,3.8630319,3.127572,65.08064152848782,19.6,41.5,12.256233153559386,11.1770004,7.896,35.808997999999995,19.722,14.194999999999999,0.05168999999999999,1.614,0.0
PWP,Perella Weinberg Partners,Russell 2000,16.61,1.579238656,61.518517,11.357265,0.2175721264367816,,2.326,2.4096806,-26.747183,,0.8,52.2,,12.690999999999999,4.4660002,96.626,14.729000000000001,3.2199999999999998,0.67818,1.94,107.69
CBL,"CBL & Associates Properties, In",Russell 2000,55.34,1.712372096,8.235119,-141.89745,-0.08166759712230215,11.041,6.189,2.9114695,4.0060806,7.568261563381873,4.0,1737.5,6.010490902849385,61.93300000000001,3.8580000000000005,65.039,30.531000000000002,36.955002,4.817200000000001,0.47,28.46
BHRB,Burke & Herbert Financial Servi,Russell 2000,71.55,1.444382208,11.61526,8.174032,,,5.539,4.0107803,1.21066,,22.3,-74.6,3.167346605092454,9.791,1.0190001,0.0,19.295,26.945999999999998,,,36.009997
BW,"Babcock & Wilcox Enterprises, I",Russell 2000,8.28,1.233430784,,17.49308,,41.144,1.488,1.4783099,21.506493,5.287584173975645,130.29999999999998,,40.067372433192276,,1.456,19.743,3.988,-2.199,5.6178099999999995,1.45,0.0
ANAB,"AnaptysBio, Inc.",Russell 2000,57.74,1.709593728,,11.028661,,40.424,7.191,7.356635,131.5262,205.38435860701895,-8.0,,,-114.553,6.784,44.584,-135.534,-11.527,21.758449999999996,7.58,0.0
QNST,"QuinStreet, Inc.",Russell 2000,20.62,1.18452352,14.521128,11.026738,1.13,19.227,0.87,0.91560066,3.6495576,9.746467529018965,42.699999999999996,559.5,19.27926863577621,28.647,3.8429998,11.271,5.1149998000000005,6.279,0.23184000000000002,1.218,0.0
REPL,"Replimune Group, Inc.",Russell 2000,14.77,1.391624064,,-8.026694,,-4.504,,,11.740859,,,,,-134.286,-51.296,0.0,0.0,0.0,1.05992,5.228,0.0
SDGR,"Schrodinger, Inc.",Russell 2000,19.71,1.474418944,,-14.599999,,-7.919,4.512,5.691968,4.3664155,,7.5,,,-16.174999,-14.435999999999998,56.869,-70.551,-20.976,0.32832,2.706,0.0
SGRY,"Surgery Partners, Inc.",Russell 2000,14.52,1.90093312,,23.147928,,11.651,2.237,0.5646951,1.1270667,10.355781608025204,2.7,,6.591622934268029,2.3239998,3.665,22.514,13.724,-2.632,1.17259,1.946,0.0
VIR,"Vir Biotechnology, Inc.",Russell 2000,9.78,1.654931968,,-3.9237711,,-4.536,4.008,5.4577327,1.9400913,,19582.5,,17.80898457437527,-26.081,-14.511,-59.38999700000001,30.746000000000002,-83.0,0.09494,6.042,0.0
GPRE,"Green Plains, Inc.",Russell 2000,16.25,1.139049088,9.615384,10.4,1.16,7.361,0.821,0.6226476,1.3094279,34.60761510941642,-19.3,,17.8268694990395,15.468000000000002,4.1479997,16.04,15.211001,6.776,0.63073,1.993,0.0
VYX,NCR Voyix Corporation,Russell 2000,7.91,1.092132864,27.275862,7.7095513,2.68,9.459,0.933,0.4292975,1.1805971,5.05032538265896,-20.8,,2.4980463509833295,5.272,2.664,25.825,2.486,2.987,1.15799,1.072,0.0
AVBP,"ArriVent BioPharma, Inc.",Russell 2000,29.12,1.435841024,,-7.6512985,,,,,3.8356166,,,,,-53.25299999999999,-33.110002,0.0,0.0,0.0,0.00096,14.156,0.0
SNDA,"Sonida Senior Living, Inc.",Russell 2000,39.56,1.900778624,,-23.97576,2.04,42.709,7.07,3.951115,2.1441734,29.755981053893308,137.1,,-0.05505921796620443,-25.238,-0.47600000000000003,27.435,-0.349,-25.439,1.81429,0.881,0.0
UTI,Universal Technical Institute I,Russell 2000,22.35,1.231378432,37.88136,24.032259,2.16,17.264,1.607,1.3936005,3.5765722,,7.199999999999999,-78.9,2.5989155657448717,10.5349995,3.463,55.051,1.9849999999999999,3.881,1.04405,1.302,0.0
UVE,UNIVERSAL INSURANCE HOLDINGS IN,Russell 2000,42.32,1.177780608,5.561104,9.404445,0.13709103498542274,2.432,0.456,0.7227843,1.8484385,3.7542923188451773,6.7,68.60000000000001,121.26981291815191,40.165,5.685,25.866,19.111,13.495,0.15358,0.55,8.41
CRAI,"CRA International,Inc.",Russell 2000,176.9,1.110376448,23.306982,18.497742,1.29,14.927,1.752,1.3973258,6.0861487,35.32419762678965,12.8,17.5,15.087183130788901,26.025,7.724,29.005,11.1669995,6.204,1.66981,0.816,29.29
GLUE,"Monte Rosa Therapeutics, Inc.",Russell 2000,14.3,1.219981696,,-7.6238613,,-3.666,22.17,42.46812,2.501312,,-61.3,,,-42.659000000000006,-21.634,0.0,-547.83697,0.0,0.07796,10.584,0.0
MBWM,Mercantile Bank Corporation,Russell 2000,59.61,1.030414208,10.513227,10.394072,1.63,,5.237,3.9044595,1.3645729,,18.9,7.9,8.58080911682471,13.732,1.465,0.0,45.551997,36.077,,,27.07
IDT,IDT Corporation,Russell 2000,67.92,1.689072896,20.644377,17.194937,1.42,11.88,1.152,,4.7196164,48.893975572709294,4.5,1.0,111.36063157465397,25.211,11.1190006,37.352002,9.413,6.413,0.0035499999999999998,1.924,7.670000000000001
DEA,"Easterly Government Properties,",Russell 2000,24.6,1.205542912,129.4737,94.61539,,13.675,8.016,3.3162222,0.88374764,9.455748171775973,9.2,-31.3,2.381682792760333,0.7710000499999999,1.6760000000000002,67.524004,25.083,2.8110001,1.25876,0.604,947.3699999999999
DLX,Deluxe Corporation,Russell 2000,23.61,1.082667008,10.981395,5.7820454,0.55,6.015,1.193,0.5124081,1.5283532,5.8619820723896225,-4.2,-17.7,9.467976859323509,14.957,6.798,52.544000000000004,12.177,4.761,2.0812299999999997,1.196,55.05
RYZ,Ryerson Holding Corporation,Russell 2000,25.15,1.305251072,,10.63425,0.026179837518463808,21.341,0.449,0.22354017,1.0129284,,71.6,406.20000000000005,3.339175622377296,-2.915,0.52300002,17.339,1.879,-0.5599999999999999,1.0386499999999999,2.206,118.65001
DOLE,Dole plc,Russell 2000,13.31,1.25724672,17.986486,8.979592,0.049042009830693616,8.441,0.268,0.13252783,0.9460516,8.40553714708218,2.9000000000000004,183.1,8.304587963957093,6.933,2.5510002,7.317,2.7449999,0.63,0.98641,1.278,45.95
CVI,CVR Energy Inc.,Russell 2000,39.51,3.971963904,51.98684,18.052141,0.71,6.813,0.62,0.46877894,7.5660663,18.51731423776224,55.50000000000001,,12.016771235706935,24.254998999999998,5.5040002,10.905,2.849,0.81400005,2.4180099999999998,1.418,14.49
TRUP,"Trupanion, Inc.",Russell 2000,31.1,1.364438272,57.59259,7.3004694,,26.335,0.705,0.8920542,3.3304775,118.17410982158323,11.1,-28.9,16.510249974597908,6.068,1.7760001,22.584,1.6230000000000002,1.526,0.26096,1.774,0.0
BCAX,Bicara Therapeutics Inc.,Russell 2000,23.9,1.581533184,,-6.9554586,,-5.378,,,3.3614626,,,,,-41.011003,-26.142,0.0,0.0,0.0,0.00248,11.589,0.0
AMBQ,"Ambiq Micro, Inc.",Russell 2000,59.02,1.427371264,,-255.27682,,-30.009,10.884,14.584359,3.5216897,,89.7,,-46.16161846455323,-15.548,-10.104000000000001,43.623,-25.743,-37.772,0.01133,15.952,0.0
AESI,Atlas Energy Solutions Inc.,Russell 2000,12.58,1.57254336,,157.25,,22.605,2.298,1.4715362,1.4128481,,1.6,,-2.8796024196816585,-9.925,-2.491,23.408002,-6.807,-11.0810004,0.94273,1.824,808.3301
PLPC,Preformed Line Products Company,Russell 2000,429.3,2.098719232,47.3841,,0.6284363395225463,22.845,2.803,2.835513,4.2368197,107.60731314892199,25.4,75.4,16.26896938308162,9.024999000000001,6.2509999999999994,31.439,13.119,5.822,0.10526999999999999,2.992,9.36
CNXC,Concentrix Corporation,Russell 2000,25.4,1.549866112,,2.1362488,0.33,5.334,0.68,0.15500146,0.5722912,1.9984045216717352,1.9,36.1,7.835832879057715,-37.662,3.3869999999999996,34.47,7.893,-13.145000000000001,2.03764,1.179,28.199999999999996
MSEX,Middlesex Water Company,Russell 2000,58.26,1.09784832,22.66926,19.48495,18.45,15.83,7.452,5.3257155,2.1067476,,14.299999999999999,31.6,5.847358106061521,9.7679995,2.9610000000000003,53.659,34.4,23.256001,0.83981,0.497,54.83
GHM,Graham Corporation,Russell 2000,101.49,1.191191424,96.65714,44.807945,3.02,47.609,4.484,4.561365,6.1925683,,28.599999999999998,-21.4,7.94210535329832,7.4889995,3.213,23.366,6.6290000000000004,4.5250002,0.035339999999999996,1.231,0.0
RCAT,"Red Cat Holdings, Inc.",Russell 2000,9.62,1.469112192,,-21.863636,,-11.141,16.193,20.535248,4.910669,,527.2,,,-34.402,-20.694000000000003,9.75,-191.416,-136.265,0.03157,14.857,0.0
TRS,TriMas Corporation,Russell 2000,39.38,1.412713088,18.488262,18.628193,1.94,8.768,0.915,2.1263952,0.9792123,4.812471466774571,1.6,-9.700000000000001,6.078639633896004,7.7360004,1.0299999,21.297,7.388999999999999,136.24899,0.30346,5.444,7.66
UAA,"Under Armour, Inc.",Russell 2000,5.39,2.315250432,,27.453777,1.21,19.044,0.668,0.469603,1.6210526,22.65020787413333,-3.2,,-3.8852227390324403,-29.825002,0.9339999999999999,45.623999999999995,-1.6039999999999999,-9.989,0.96356,1.81,0.0
NWPX,"NWPX Infrastructure, Inc.",Russell 2000,110.08,1.060863232,22.148895,21.02529,2.17,13.509,2.001,1.8467911,2.535062,17.373791415958866,19.7,78.0,11.866915998042062,12.218001000000001,6.485,20.878,13.262999,8.487,0.2582,2.711,0.0
LBRX,LB Pharmaceuticals Inc,Russell 2000,47.62,1.536181888,,-9.622982,,-13.332,,,4.109423,,,,,-50.001,-29.982999999999997,0.0,0.0,0.0,0.015700000000000002,15.078,0.0
DMC,Del Monte Corporation,Russell 2000,31.43,1.481805568,44.26761,9.9777775,2.35,8.945,0.478,0.3442297,0.7381747,,3.1,-62.7,5.20629842614875,1.775,3.013,9.2810005,3.929,0.7900001,0.2943,2.226,169.01
BORR,Borr Drilling Limited,Russell 2000,4.5,1.388307328,,31.795378,,9.787,3.595,1.3667133,1.4436958,,-13.200000000000001,,0.021400621729204327,-24.678,3.7550002,43.68,0.08600000299999999,-23.980999999999998,2.5861099999999997,2.532,0.0
CDRE,"Cadre Holdings, Inc.",Russell 2000,34.12,1.461043456,41.609756,20.785107,,17.058,2.634,2.1308944,4.212866,22.07739703233002,31.8,-13.3,9.928682190590573,10.618,6.126,42.646998,12.686,5.2600004,1.15354,2.143,48.150003000000005
UPWK,Upwork Inc.,Russell 2000,8.61,1.075417984,11.038462,6.3096795,0.85,5.631,1.067,1.3659883,1.8676789,6.87687677917187,-1.7000000000000002,-15.9,39.77775383744201,16.695,6.627,77.242,21.806998999999998,12.934999999999999,0.6206900000000001,1.424,0.0
GO,Grocery Outlet Holding Corp.,Russell 2000,11.6,1.149380224,,17.237282,1.267447205882353,14.406,0.617,0.2423556,1.4075962,,1.0999999999999999,13.600000000000001,2.5673460457651895,-38.06,1.3990001,29.985001999999998,1.7770000000000001,-8.039,2.26658,1.291,0.0
MCB,Metropolitan Bank Holding Corp.,Russell 2000,91.94,1.139851776,11.727041,8.056418,,,2.989,3.653219,1.1770881,,14.000000000000002,-12.5,11.855605619890518,10.245,1.0369998999999999,0.0,36.61,27.763999000000002,,,9.59
TGLS,Tecnoglass Holdings Inc.,Russell 2000,41.03,1.820280192,14.246527,11.962098,0.73,8.761,1.867,1.7334698,2.4758627,,15.6,-41.4,11.726129334198362,17.018,8.906999,39.561,12.376001,12.354999999999999,0.28575,1.86,21.049999
MUX,McEwen Inc.,Russell 2000,20.78,1.27503104,16.108528,5.105651,-19.56,45.893,5.28,4.996776,1.7568482,,26.8,156.0,-1.5241878743849109,13.542000000000002,-0.43099998000000006,37.315,-5.921,32.462,0.18170000000000003,2.037,0.0
BFST,"Business First Bancshares, Inc.",Russell 2000,31.15,1.013928896,11.125,9.491163,,,2.994,3.0357153,1.082048,,12.7,0.0,10.734707631670828,10.0109994,1.1030001,0.0,34.633,27.831,,,21.0
ORIC,"Oric Pharmaceuticals, Inc.",Russell 2000,14.2,1.471867648,,-8.793331,,-7.827,,,3.8597445,,,,,-39.801997,-25.968999999999998,0.0,0.0,0.0,0.01573,13.186,0.0
HZO,"MarineMax, Inc.  (FL)",Russell 2000,52.2,1.152927616,326.25,33.15549,1.09,18.281,0.956,0.5250123,1.2104348,6.287639946674848,-7.000000000000001,,5.596464174393433,0.49699999999999994,1.651,34.210998,6.0890004,0.182,1.15137,1.234,0.0
UTZ,Utz Brands Inc,Russell 2000,14.04,1.244129536,,16.819204,,32.52,1.952,1.3909775,1.7864867,12.31659037511557,1.4000000000000001,,-0.9429861469333018,-3.113,-0.013,25.373,-1.3719999999999999,-1.9960001,0.7858700000000001,1.063,2460.0
ASST,"Strive, Inc.",Russell 2000,18.22,1.567596288,,-16.792625,,-2.57,243.986,184.4014,2.3107164,,94.6,,,-137.05701,-72.11799599999999,0.0,-8483.033,0.0,0.00246,7.623,0.0
DEC,Diversified Energy Company,Russell 2000,14.66,1.037481728,2.4151564,4.4678097,,3.978,2.059,0.5211601,1.1008484,,24.7,-9.8,32.96193043016418,53.721,5.408,57.092,83.65,23.305,3.08044,0.569,19.049999
LILAK,Liberty Latin America Ltd.,Russell 2000,8.39,1.643601024,,20.463415,,8.999,2.321,0.36873537,3.1224415,3.8114697767795427,1.5,,7.100675050254991,-3.7159999999999997,1.282,78.116995,17.458999,-2.2030002,9.05528,1.185,0.0
CCNE,CNB Financial Corporation,Russell 2000,33.84,1.002370688,10.641509,9.066309,1.06,,2.648,3.0440454,1.1650486,,51.0,49.2,16.517226866204265,12.4180004,1.302,0.0,43.319,29.163998000000003,,,23.27
QDEL,QuidelOrtho Corporation,Russell 2000,14.74,1.010801728,,10.037795,2.06,8.178,1.482,0.37798283,0.5672067,6.887329907498984,2.8000000000000003,,-0.9335527656499387,-45.905998,0.38299998,44.858003000000004,-2.0920001,-39.203998,1.73277,1.386,0.0
MAZE,"Maze Therapeutics, Inc.",Russell 2000,29.43,1.634812032,,-9.267861,,-8.936,64.207,81.7406,3.6048508,,,,,-37.348998,-21.794,100.0,-728.06,0.0,0.13335,18.31,0.0
AVAH,Aveanna Healthcare Holdings Inc,Russell 2000,13.16,2.871771136,10.28125,14.970196,0.3888362597402597,13.713,1.64,1.1033306,9.969696,27.663024258013166,13.700000000000001,38.5,15.36330777910285,198.567,9.685001,32.037,12.583,10.556000000000001,5.226570000000001,1.162,0.0
HBNC,"Horizon Bancorp, Inc.",Russell 2000,19.55,1.003785344,,8.766816,0.8,,-93.583,-81.055016,1.3820161,,16.900000000000002,3.6999999999999997,-0.4824489285924259,-18.983,-2.024,0.0,43.467999,0.0,,,54.7
UPBD,"Upbound Group, Inc.",Russell 2000,18.8,1.0960288,12.051282,4.1022415,1.39,5.651,0.569,0.2310193,1.4944355,0.6989252139063077,0.5,42.3,9.700842123812386,12.733,6.822,49.133998,6.047000000000001,1.9040000000000001,2.32932,3.126,101.29999999999998
ALH,Alliance Laundry Holdings Inc.,Russell 2000,23.47,4.66557952,25.236559,15.721922,0.17684951631046117,14.874,3.609,2.626835,9.280348,19.101353365649,6.6000000000000005,88.9,13.832929600689214,109.82300000000001,7.156999999999999,37.721002,22.16,10.082,3.7892200000000003,1.431,0.0
CFFN,"Capitol Federal Financial, Inc.",Russell 2000,8.53,1.052341376,13.123077,11.006452,4.09,,11.289,4.662939,1.0289506,,18.3,35.6,3.5421835819101877,8.012999599999999,0.856,0.0,50.087,36.703998,,,52.31
